filename,fc,ml,cc
SimpleDateSerializerTest.java,1,1,14
PaxosStateTest.java,1,1,6
MessagePayloadTest.java,4,34,29
BloomFilterTest.java,1,3,25
MergeIteratorComparisonTest.java,1,1,88
OverlapIteratorTest.java,1,12,11
SettingsSchema.java,3,19,38
netty-all-4.0.39.Final.txt,1,0,0
netty-all-4.0.39.Final.jar,1,0,0
lb-1-big-CompressionInfo.db,1,0,0
lb-1-big-Data.db,1,0,0
lb-1-big-Digest.adler32,1,1,0
lb-1-big-Filter.db,1,0,0
lb-1-big-Index.db,1,0,0
lb-1-big-Statistics.db,1,0,0
lb-1-big-Summary.db,1,0,0
lb-1-big-TOC.txt,1,8,0
mb-3-big-CompressionInfo.db,1,0,0
mb-3-big-Data.db,1,0,0
mb-3-big-Digest.crc32,1,1,0
mb-3-big-Filter.db,1,0,0
mb-3-big-Index.db,1,0,0
mb-3-big-Statistics.db,1,0,0
mb-3-big-Summary.db,1,0,0
mb-3-big-TOC.txt,1,8,0
__init__.py,1,6,0
BaseRowIterator.java,1,2,0
Filter.java,3,48,8
BatchCommitLogService.java,2,4,2
PeriodicCommitLogService.java,3,30,6
ProtocolException.java,4,61,8
DynamicEndpointSnitchMBean.java,2,28,0
BackgroundActivityMonitor.java,3,195,22
cassandra-driver-internal-only-2.7.2-2fc8a2b.zip,1,0,0
SSTableSimpleUnsortedWriter.java,4,29,26
Wrapped.java,1,48,4
WrappedBoolean.java,1,42,3
WrappedException.java,1,30,1
WrappedInt.java,1,52,5
FastThreadExecutor.java,2,161,1
MutationBench.java,4,156,5
logback-tools.xml,1,2,0
logback.xml,2,5,0
ViewFilteringTest.java,5,1249,49
ReplicationAwareTokenAllocatorTest.java,2,99,112
native_protocol_v5.spec,5,1355,0
Event.java,4,75,76
BatchMessage.java,4,20,34
ProtocolBetaVersionTest.java,3,128,12
ColumnFamilyStoreCQLHelper.java,5,894,72
ColumnFamilyStoreCQLHelperTest.java,7,1406,21
Cells.java,1,80,43
CompactionParams.java,2,48,50
GarbageCollect.java,2,72,3
GcCompactionBench.java,2,378,42
GcCompactionTest.java,4,523,58
CompactionIteratorTest.java,4,531,5
UnfilteredRowsGenerator.java,1,340,66
ByteOrderedPartitioner.java,3,17,42
LocalPartitioner.java,3,21,22
OrderPreservingPartitioner.java,2,20,32
CqlBulkRecordWriter.java,3,9,40
GuidGenerator.java,5,53,10
compaction-stress,1,57,0
CompactionStress.java,3,387,33
PartitionGenerator.java,1,13,18
SchemaInsert.java,3,99,23
SchemaQuery.java,2,6,22
defindex.html,2,30,0
layout.html,3,106,0
search.html,2,58,0
theme.conf,1,3,0
Command.java,1,3,14
SettingsMisc.java,2,116,34
SettingsMiscTest.java,1,55,4
ohc-0.4.4.txt,2,201,0
ohc-core-0.4.4.jar,2,0,0
ohc-core-j8-0.4.4.jar,2,0,0
StreamTransferTaskTest.java,2,87,13
LegacyBatchlogMigrator.java,3,23,25
SimpleBuilders.java,1,461,78
TraceKeyspace.java,5,79,8
BatchTest.java,4,176,13
RowUpdateBuilderTest.java,1,79,0
RecoveryManagerMissingHeaderTest.java,1,4,7
PartitionUpdateTest.java,3,188,9
SchemaKeyspaceTest.java,4,146,14
TopPartitions.java,2,22,9
AggregationSpecification.java,1,182,16
GroupMaker.java,1,142,11
GroupingState.java,2,144,13
AggregationQueryPager.java,3,471,52
SelectGroupByTest.java,2,2162,22
GroupMakerTest.java,2,185,15
OutOfSpaceBase.java,2,80,10
OutOfSpaceDieTest.java,1,68,2
OutOfSpaceIgnoreTest.java,1,60,2
OutOfSpaceStopTest.java,1,63,2
IntervalSet.java,3,202,30
IntegerInterval.java,2,231,36
mc-1-big-CompressionInfo.db,9,0,0
mc-1-big-Data.db,9,0,0
mc-1-big-Digest.crc32,9,9,0
mc-1-big-Filter.db,9,0,0
mc-1-big-Index.db,9,0,0
mc-1-big-Statistics.db,9,0,0
mc-1-big-Summary.db,9,0,0
mc-1-big-TOC.txt,9,72,0
IntegerIntervalsTest.java,1,326,23
metrics-jvm-3.1.0.txt,2,404,0
metrics-jvm-3.1.0.jar,2,0,0
ByteType.java,2,22,11
ShortType.java,3,25,12
cassandra.thrift,1,2,0
WrappingUnfilteredRowIterator.java,1,2,11
OpOrder.java,2,60,51
InputPosition.java,2,35,0
HintsServiceTest.java,3,518,18
DistributionFactory.java,1,1,0
RatioDistributionFactory.java,1,1,0
GeneratorConfig.java,1,14,11
GroupedOptions.java,2,23,35
Option.java,2,4,2
OptionAnyProbabilities.java,2,28,17
OptionDistribution.java,4,91,86
OptionMulti.java,2,38,49
OptionRatioDistribution.java,2,11,25
OptionSimple.java,1,14,43
SettingsColumn.java,2,23,29
SettingsCommand.java,2,26,29
SettingsErrors.java,3,18,8
SettingsInsert.java,2,36,15
SettingsPort.java,3,15,8
Conflicts.java,1,9,19
Throwables.java,4,68,37
ISSTableScanner.java,1,2,0
ClearableHistogram.java,1,4,2
DecayingEstimatedHistogramReservoir.java,6,594,56
DecayingEstimatedHistogramReservoirTest.java,2,412,36
RepairSession.java,5,56,34
LocalSyncTaskTest.java,2,12,5
RepairSessionTest.java,2,10,3
StreamStateStore.java,1,5,11
StreamEvent.java,1,9,5
CommitLogCQLTest.java,2,82,1
Ec2MultiRegionSnitch.java,1,6,3
ReversedTypeTest.java,1,4,1
CQLStatement.java,1,3,0
CustomPayloadMirroringQueryHandler.java,1,15,6
QueryHandler.java,1,9,0
AuthenticationStatement.java,2,4,6
AuthorizationStatement.java,2,4,8
UseStatement.java,2,6,7
BatchlogResponseHandler.java,3,14,15
DatacenterSyncWriteResponseHandler.java,1,5,9
DatacenterWriteResponseHandler.java,1,5,6
WriteResponseHandler.java,1,13,7
QueryPagers.java,3,11,3
AbstractPaxosCallback.java,1,7,6
OptionsMessage.java,2,10,5
QueryMessage.java,3,17,18
RegisterMessage.java,2,10,9
StartupMessage.java,4,18,16
AuthConfig.java,2,117,14
AuthKeyspace.java,2,16,3
SchemaConstants.java,1,74,2
FunctionName.java,1,8,13
ListPermissionsStatement.java,1,3,17
ListRolesStatement.java,1,3,16
ListUsersStatement.java,1,3,3
PermissionsManagementStatement.java,2,9,8
DeflateCompressor.java,2,31,29
EmbeddedCassandraService.java,2,7,1
TServerCustomFactory.java,2,12,6
SSTableRepairedAtSetter.java,1,4,10
StandaloneSplitter.java,1,2,34
StandaloneUpgrader.java,2,10,26
StandaloneVerifier.java,2,19,21
Client.java,3,13,35
DebuggableThreadPoolExecutorTest.java,1,8,4
ColumnDefinitionTest.java,1,7,3
DatabaseDescriptorRefTest.java,4,254,15
TombstonesTest.java,1,1,18
ColumnsTest.java,5,107,69
LegacyCellNameTest.java,3,43,5
RecoveryManagerFlushedTest.java,2,10,7
TransformerTest.java,1,5,43
CounterContextTest.java,3,50,9
HelpersTest.java,3,116,18
TypeParserTest.java,1,7,9
KeyCollisionTest.java,1,1,10
PartitionerTestCase.java,3,59,27
StreamStateStoreTest.java,2,17,2
IndexSummaryTest.java,3,143,46
DynamicEndpointSnitchTest.java,5,23,4
OldNetworkTopologyStrategyTest.java,1,8,25
TokenMetadataTest.java,3,54,12
HintedHandOffMetricsTest.java,1,7,3
NativeTransportServiceTest.java,2,9,17
StartupChecksTest.java,2,12,14
StorageProxyTest.java,1,1,17
GetVersionTest.java,1,40,1
SSTableExpiredBlockersTest.java,1,50,2
SSTableLevelResetterTest.java,1,49,2
SSTableMetadataViewerTest.java,1,52,2
SSTableOfflineRelevelTest.java,1,50,2
SSTableRepairedAtSetterTest.java,1,52,2
StandaloneSSTableUtilTest.java,1,49,2
StandaloneScrubberTest.java,1,49,2
StandaloneSplitterTest.java,1,52,2
StandaloneUpgraderTest.java,1,49,2
StandaloneVerifierTest.java,1,49,2
ToolsTester.java,1,296,36
JVMStabilityInspectorTest.java,4,61,5
MerkleTreesTest.java,1,3,39
AbstractTransactionalTest.java,1,7,12
BufferPoolTest.java,1,8,88
error_codes.txt,1,31,0
ReadFailureException.java,1,7,1
RequestFailureException.java,1,19,1
RequestFailureReason.java,1,51,4
WriteFailureException.java,1,7,1
ResponseVerbHandler.java,2,7,4
SnapshotTask.java,1,3,6
ErrorMessageTest.java,2,127,5
AbstractCompactionTask.java,1,7,7
FSDiskFullWriteError.java,1,33,2
code_style.rst,1,94,0
how_to_commit.rst,2,191,0
how_to_review.rst,1,71,0
ide.rst,2,161,0
eclipse_debug0.png,2,0,0
eclipse_debug1.png,2,0,0
eclipse_debug2.png,2,0,0
eclipse_debug3.png,2,0,0
eclipse_debug4.png,2,0,0
eclipse_debug5.png,2,0,0
eclipse_debug6.png,2,0,0
patches.rst,1,125,0
testing.rst,1,86,0
cqlstress-counter-example.yaml,2,4,0
cqlstress-insanity-example.yaml,2,3,0
DistributionSequence.java,2,74,7
DistributionSequenceTest.java,2,130,9
FileSegmentInputStreamTest.java,1,40,10
KeyGenerator.java,1,101,30
CompactionHistoryHolder.java,1,126,8
CompactionHistoryPrinter.java,1,81,10
CQLSSTableWriterLongTest.java,2,8,6
IMeasurableMemory.java,1,8,0
CompactionHistoryTabularData.java,1,3,3
DynamicCompositeType.java,2,6,59
EchoMessage.java,1,12,4
HadoopCompat.java,1,117,27
ReporterWrapper.java,1,30,9
CqlRecordReader.java,3,7,111
FastByteArrayInputStream.java,1,45,22
CloudstackSnitch.java,1,42,26
RestorableMeter.java,1,64,19
ViewWriteMetrics.java,1,3,2
EchoVerbHandler.java,2,22,2
ProgressInfoCompositeData.java,1,3,5
SessionCompleteEventCompositeData.java,1,3,3
SessionInfoCompositeData.java,1,3,9
StreamEventJMXNotifier.java,1,7,8
StreamStateCompositeData.java,1,3,7
StreamSummaryCompositeData.java,1,3,4
CustomTNonBlockingServer.java,1,6,7
TCustomSocket.java,1,96,23
AbstractJmxClient.java,1,10,19
CustomClassLoader.java,1,14,12
CoalescingStrategies.java,6,101,73
MerkleTrees.java,1,34,58
BitUtil.java,3,116,52
OpenBitSet.java,1,112,70
LoadBroadcaster.java,2,4,14
KeepAliveMessage.java,1,49,3
StreamMessage.java,1,15,13
StressSettingsTest.java,1,39,1
tmp-lb-3-big-Data.db,1,0,0
tmp-lb-3-big-Index.db,1,0,0
README.asc,3,36,0
KeyFetcher.java,2,196,0
KeyOffsets.java,2,230,0
RowKey.java,4,220,0
on-disk-sa-int2.db,2,0,0
KeyOffsetsTest.java,2,96,0
KeyConverter.java,2,138,0
CompactionBench.java,1,167,12
ReadWriteTest.java,1,115,5
jctools-core-1.2.1.jar,2,0,0
jctools-core-1.2.1.txt,2,404,0
CqlCounterAdder.java,1,2,8
CqlCounterGetter.java,1,2,4
CqlInserter.java,1,2,8
CqlReader.java,1,2,7
ThriftCounterAdder.java,1,2,5
ThriftCounterGetter.java,1,2,3
ThriftInserter.java,1,2,7
ThriftReader.java,1,2,7
StressCQLSSTableWriter.java,4,682,57
StressServer.java,2,11,12
MultiResultLogger.java,1,78,12
NoopResultLogger.java,1,44,6
ResultLogger.java,1,30,0
MultiResultLoggerTest.java,1,105,6
BackPressureState.java,1,51,0
BackPressureStrategy.java,1,42,0
MessagingServiceMBean.java,1,18,0
RateBasedBackPressure.java,2,311,34
RateBasedBackPressureState.java,1,133,10
SlidingTimeRate.java,1,167,13
SystemTimeSource.java,1,54,4
TestRateLimiter.java,1,58,4
TimeSource.java,1,58,0
IntervalLock.java,1,69,6
mutation_limiter.btm,1,8,0
RateBasedBackPressureTest.java,1,409,20
SlidingTimeRateTest.java,2,151,13
TestTimeSource.java,1,72,7
JoinTokenRingTest.java,1,54,2
GetConcurrentCompactors.java,1,33,1
SetConcurrentCompactors.java,1,38,1
ListSerializer.java,2,20,24
MapSerializer.java,3,28,25
SetSerializer.java,3,23,20
TupleTypeTest.java,3,34,15
reporter-config-base-3.0.3.txt,2,177,0
reporter-config3-3.0.3.txt,2,177,0
reporter-config-base-3.0.0.jar,2,0,0
reporter-config-base-3.0.3.jar,2,0,0
reporter-config3-3.0.0.jar,2,0,0
reporter-config3-3.0.3.jar,2,0,0
CompactionsTest.java,6,355,39
UnfilteredRows.java,2,24,9
ValidatorTest.java,1,159,13
DebuggableScheduledThreadPoolExecutor.java,2,4,13
UUIDs.java,1,3,2
CqlParserTest.java,2,45,6
BooleanSerializer.java,1,2,12
cassandra-driver-internal-only-3.5.0.post0-d8d0456.zip,2,0,0
cassandra-driver-internal-only-3.7.0.post0-70f41b5.zip,1,0,0
ColumnFamilyMetricTest.java,3,298,14
StopDaemon.java,3,9,2
AuthMigrationListener.java,1,6,4
ReservedKeywords.java,4,248,4
ReservedKeywordsTest.java,2,47,3
AbstractReplicationAwareTokenAllocatorTest.java,2,242,86
Murmur3ReplicationAwareTokenAllocatorTest.java,1,48,3
RandomReplicationAwareTokenAllocatorTest.java,1,54,3
Duration.java,1,590,89
DurationType.java,5,108,9
DurationSerializer.java,3,135,21
DurationTest.java,1,114,6
SpeculativeRetryParam.java,3,17,25
DefaultConnectionFactory.java,2,17,6
commons-codec-1.2.jar,2,0,0
commons-codec-1.9.jar,2,0,0
commons-codec-1.9.txt,2,202,0
CollationControllerCQLTest.java,1,46,2
CachingParams.java,1,4,29
NoReplicationTokenAllocator.java,1,266,30
TokenAllocator.java,1,2,0
TokenAllocatorBase.java,1,279,32
TokenAllocatorFactory.java,3,49,2
NoReplicationTokenAllocatorTest.java,2,258,34
TokenAllocatorTestBase.java,1,160,11
Murmur3PartitionerTest.java,2,28,6
RandomPartitionerTest.java,2,31,5
LongTimSort.java,1,868,167
cassandra-driver-internal-only-3.7.0.post0-2481531.zip,2,0,0
AggregateFunction.java,1,8,0
BytesConversionFcts.java,1,9,10
FromJsonFct.java,1,3,8
ScalarFunction.java,1,3,0
TokenFct.java,1,3,6
UuidFcts.java,1,3,2
BooleanType.java,1,3,21
BytesType.java,1,3,13
ColumnToCollectionType.java,1,3,22
CounterColumnType.java,1,3,12
DecimalType.java,2,10,15
DoubleType.java,3,11,20
FloatType.java,3,11,20
FrozenType.java,1,3,8
InetAddressType.java,2,10,12
Int32Type.java,2,6,19
IntegerType.java,2,6,35
LongType.java,2,6,24
PartitionerDefinedOrder.java,1,3,13
CollectionSerializer.java,1,26,15
CBCodec.java,1,6,0
Connection.java,2,19,8
OptionCodec.java,2,147,0
ProtocolVersion.java,1,153,17
AuthChallenge.java,1,7,3
AuthSuccess.java,1,7,4
AuthenticateMessage.java,1,7,3
EventMessage.java,1,7,3
ReadyMessage.java,1,7,3
ResultMessage.java,1,42,36
SupportedMessage.java,1,7,3
TimeFctsTest.java,1,4,14
UFPureScriptTest.java,1,5,15
UFPureScriptTupleCollectionTest.java,1,6,2
DataTypeTest.java,2,75,16
ProtocolVersionTest.java,1,97,7
ThreadAwareSecurityManager.java,5,135,19
cqlshhandling.py,1,310,19
ByteOrderedPartitionerTest.java,1,5,2
OrderPreservingPartitionerTest.java,1,5,4
PendingRangeCalculatorServiceTest.java,2,134,5
AnticompactionRequest.java,1,19,13
CleanupMessage.java,1,17,8
SnapshotMessage.java,1,16,7
SyncComplete.java,1,19,11
SyncRequest.java,3,25,16
ValidationComplete.java,1,18,13
RepairMessageSerializationsTest.java,1,187,16
CommitLog-6-1480001790338.log,1,0,0
CommitLog-6-1480001790339.log,1,0,0
cassandra.conf,4,16,0
cassandra.in.sh,7,157,0
cassandra.spec,13,775,0
default,4,28,0
UFJavaTest.java,2,1974,31
UFScriptTest.java,3,936,17
UFTypesTest.java,2,584,17
RoundRobinScheduler.java,2,5,17
LifecycleTransactionTest.java,1,5,46
Hint.java,1,40,14
AntiCompactionTest.java,7,184,32
ScriptBasedUDF.java,1,5,25
UFSecurityTest.java,1,268,14
ResponseResolver.java,1,12,3
FunctionResource.java,1,4,49
jstackjunit-0.0.1.jar,3,0,0
jstackjunit-0.0.1.txt,3,627,0
FastThreadLocalBench.java,1,92,5
LegacyLayoutTest.java,13,554,24
netty-all-4.0.44.Final.txt,3,404,0
netty-all-4.0.44.Final.jar,3,0,0
CoalescingStrategiesTest.java,1,40,26
ColumnCounter.java,2,40,35
OldFormatDeserializerTest.java,2,164,8
StreamingHistogramBench.java,2,597,63
SizeTieredCompactionStrategyTest.java,2,8,11
build.properties.default,4,13,0
CLibraryDarwin.java,1,131,13
CLibraryLinux.java,1,131,13
CLibraryWindows.java,1,103,11
CLibraryWrapper.java,1,40,0
LongIteratorTest.java,1,56,2
NativeAccessMBean.java,1,8,0
NativeLibrary.java,2,56,62
NativeLibraryDarwin.java,1,22,13
NativeLibraryLinux.java,1,22,13
NativeLibraryWindows.java,1,65,13
NativeLibraryWrapper.java,1,10,0
SyncUtil.java,1,6,27
NativeLibraryTest.java,1,6,2
circle.yml,7,62,0
IndexedSearchIterator.java,2,10,0
blogpost.yaml,1,69,0
CompactionStressTest.java,1,60,2
OutboundTcpConnectionTest.java,1,170,11
UpgradeSSTable.java,2,6,3
AbstractSimplePerColumnSecondaryIndex.java,1,2,27
cassandra-driver-internal-only-3.7.1.post0-19c1603.zip,3,0,0
SASICQLTest.java,3,353,36
MerkleTreeTest.java,2,68,42
legacy_tables-legacy_ka_indexed-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_indexed-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_indexed-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_indexed-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_indexed-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_indexed-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_indexed-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_indexed-ka-1-TOC.txt,1,8,0
legacy_tables-legacy_ka_indexed_static-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_indexed_static-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_indexed_static-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_indexed_static-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_indexed_static-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_indexed_static-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_indexed_static-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_indexed_static-ka-1-TOC.txt,1,8,0
cassandra-driver-internal-only-3.10.zip,2,0,0
jna-4.0.0.jar,2,0,0
jna-4.4.0.jar,3,0,0
jna-4.4.0.txt,1,0,0
jna-4.0.0.txt,1,0,0
SSTableReadsListener.java,1,81,4
ColumnFilterTest.java,5,578,27
TupleSerializer.java,1,66,8
UserTypeSerializer.java,1,67,8
EmptyType.java,2,78,23
JsonConversionTest.java,2,322,32
BaseIterator.java,2,43,20
BasePartitions.java,2,6,19
MoreRows.java,1,6,3
StoppingTransformation.java,1,31,8
RowCacheCQLTest.java,1,70,3
UnfilteredRowIteratorsTest.java,1,185,10
ColumnFamily.java,1,2,68
NamesQueryFilter.java,1,2,51
WaitQueue.java,1,20,75
jna-4.2.2.jar,3,0,0
jna-4.2.2.txt,3,404,0
HeartBeatState.java,1,4,11
HintsReaderTest.java,2,289,18
TimestampTest.java,1,29,18
CounterContext.java,3,71,160
CounterId.java,2,5,19
PartitionRangeReadTest.java,3,184,18
LegacyAuthFailTest.java,1,89,7
BatchlogEndpointFilterTest.java,1,33,9
AbstractTypeVersionComparator.java,2,242,0
AbstractTypeVersionComparatorTest.java,1,184,20
BatchlogManagerMBean.java,1,4,0
EmptyPartitionsDiscarder.java,1,35,2
FilteredPartitions.java,2,22,7
FilteredRows.java,2,4,6
PasswordAuthenticatorTest.java,2,145,10
CompactionExecutorTest.java,1,131,11
TimeWindowCompactionController.java,1,49,3
TimeWindowCompactionTask.java,1,42,2
ViewComplexTest.java,4,1424,140
IndexSummaryRedistributionTest.java,1,145,10
PartitionKeyIndex.java,1,4,7
ThriftIntegrationTest.java,3,1837,36
ThriftCQLTester.java,3,191,11
SuperColumnCompatibility.java,1,765,96
WhereClause.java,2,29,11
ListsTest.java,1,166,10
Helpers.java,2,34,42
ReloadLocalSchema.java,1,32,1
jackson-core-asl-1.9.13.jar,2,0,0
jackson-core-asl-1.9.2.jar,2,0,0
jackson-mapper-asl-1.9.13.jar,2,0,0
jackson-core-asl-1.9.13.txt,2,202,0
jackson-mapper-asl-1.9.13.txt,2,202,0
CommitLogSegmentBackpressureTest.java,3,51,3
CommitlogShutdownTest.java,1,98,2
cassandra-driver-internal-only-3.11.0-bb96859b.zip,3,0,0
DropCompactStorageThriftTest.java,2,641,27
TypeSizes.java,1,6,18
DiskBoundaries.java,2,133,27
DiskBoundaryManager.java,4,190,19
DiskBoundaryManagerTest.java,2,135,10
AbstractCompactionStrategyTest.java,1,144,9
CommitLogChainedMarkersTest.java,2,129,7
TTLTest.java,3,532,51
LivenessInfoTest.java,1,112,4
RoleSyntaxTest.java,1,23,9
CompactionStrategyManagerTest.java,1,290,27
Keyspace1-legacy_ka_repeated_rt-ka-1-CompressionInfo.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Data.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Digest.sha1,1,1,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Filter.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Index.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Statistics.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-Summary.db,1,0,0
Keyspace1-legacy_ka_repeated_rt-ka-1-TOC.txt,1,8,0
CompactionsBytemanTest.java,2,155,12
SchemaCheckVerbHandler.java,1,9,1
AbstractCommitLogServiceTest.java,2,225,18
JavaUtils.java,1,115,14
JavaUtilsTest.java,1,52,1
BatchCommitLogStressTest.java,1,37,1
PeriodicCommitLogStressTest.java,1,39,1
pylexotron.py,1,1,151
wcwidth.py,4,85,46
DescribeCluster.java,2,27,2
CASSANDRA-14092.txt,1,81,0
AbstractModification.java,1,4,12
AbstractNativeCell.java,1,6,150
BufferDeletedCell.java,1,6,17
BufferExpiringCell.java,1,34,36
cql_test_keyspace-table1-ka-1-CompressionInfo.db,1,0,0
cql_test_keyspace-table1-ka-1-Data.db,1,0,0
cql_test_keyspace-table1-ka-1-Digest.sha1,1,1,0
cql_test_keyspace-table1-ka-1-Filter.db,1,0,0
cql_test_keyspace-table1-ka-1-Index.db,1,0,0
cql_test_keyspace-table1-ka-1-Statistics.db,1,0,0
cql_test_keyspace-table1-ka-1-Summary.db,1,0,0
cql_test_keyspace-table1-ka-1-TOC.txt,1,8,0
cql_test_keyspace-table2-ka-1-CompressionInfo.db,1,0,0
cql_test_keyspace-table2-ka-1-Data.db,1,0,0
cql_test_keyspace-table2-ka-1-Digest.sha1,1,1,0
cql_test_keyspace-table2-ka-1-Filter.db,1,0,0
cql_test_keyspace-table2-ka-1-Index.db,1,0,0
cql_test_keyspace-table2-ka-1-Statistics.db,1,0,0
cql_test_keyspace-table2-ka-1-Summary.db,1,0,0
cql_test_keyspace-table2-ka-1-TOC.txt,1,8,0
cql_test_keyspace-table3-ka-1-CompressionInfo.db,1,0,0
cql_test_keyspace-table3-ka-1-Data.db,1,0,0
cql_test_keyspace-table3-ka-1-Digest.sha1,1,1,0
cql_test_keyspace-table3-ka-1-Filter.db,1,0,0
cql_test_keyspace-table3-ka-1-Index.db,1,0,0
cql_test_keyspace-table3-ka-1-Statistics.db,1,0,0
cql_test_keyspace-table3-ka-1-Summary.db,1,0,0
cql_test_keyspace-table3-ka-1-TOC.txt,1,8,0
cql_test_keyspace-table4-ka-1-CompressionInfo.db,1,0,0
cql_test_keyspace-table4-ka-1-Data.db,1,0,0
cql_test_keyspace-table4-ka-1-Digest.sha1,1,1,0
cql_test_keyspace-table4-ka-1-Filter.db,1,0,0
cql_test_keyspace-table4-ka-1-Index.db,1,0,0
cql_test_keyspace-table4-ka-1-Statistics.db,1,0,0
cql_test_keyspace-table4-ka-1-Summary.db,1,0,0
cql_test_keyspace-table4-ka-1-TOC.txt,1,8,0
Scrub.java,2,5,4
config.yml,25,5068,0
BatchCommitLogTest.java,1,66,3
DelimiterAnalyzer.java,3,126,15
DelimiterTokenizingOptions.java,1,71,7
world_cities_a.csv,1,1,0
DelimiterAnalyzerTest.java,2,307,26
SecurityThreadGroup.java,1,4,4
LogbackLoggingSupport.java,1,146,20
LoggingSupport.java,1,34,2
LoggingSupportFactory.java,1,42,4
NoOpFallbackLoggingSupport.java,1,30,2
ChecksumMismatchException.java,1,28,1
SliceQueryPager.java,1,2,19
CompressedSequentialWriterReopenTest.java,1,153,17
metrics-core-3.1.5.txt,2,202,0
metrics-jvm-3.1.5.txt,2,202,0
metrics-logback-3.1.5.txt,2,202,0
metrics-core-3.1.0.jar,2,0,0
metrics-core-3.1.5.jar,2,0,0
metrics-jvm-3.1.5.jar,2,0,0
metrics-logback-3.1.0.jar,2,0,0
metrics-logback-3.1.5.jar,2,0,0
PingMessage.java,1,60,3
BTreeBuildBench.java,1,96,7
RTBoundCloser.java,2,126,11
RTBoundValidator.java,2,133,15
RTTransformationsTest.java,2,530,34
SafeMemoryWriterTest.java,1,90,7
SortedBiMultiValMap.java,2,31,10
legacy_tables-legacy_ka_14766-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_14766-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_14766-ka-1-TOC.txt,1,8,0
PurgeFunctionTest.java,1,294,19
legacy_tables-legacy_ka_14803-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_14803-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_14803-ka-1-TOC.txt,1,8,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Data.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Digest.sha1,1,1,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Filter.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Index.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Statistics.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-Summary.db,1,0,0
legacy_tables-legacy_ka_compacted_multi_block_rt-ka-4-TOC.txt,1,8,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-CompressionInfo.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Data.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Digest.sha1,1,1,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Filter.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Index.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Statistics.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-Summary.db,1,0,0
legacy_tables-legacy_ka_flushed_multi_block_rt-ka-1-TOC.txt,1,8,0
LongBufferPoolTest.java,1,614,73
SSTableReverseIteratorTest.java,1,98,4
SSTableMetadataTest.java,2,55,19
